name,hour,flow,Normalized Data,150,200,100,50,0,station_number,week
station27,2024-04-07 13:00:00,1.260869565,0.126086956,0.115460657,0.111269929,0.112117782,0.113318048,0.267392695,27,1
station27,2024-04-07 14:00:00,1.0,0.1,0.114497125,0.13519454,0.105649732,0.116693676,-0.058579732,27,1
station27,2024-04-07 15:00:00,1.048780488,0.104878049,0.126095682,0.108043931,0.114303514,0.114038154,-0.025742019,27,1
station27,2024-04-07 16:00:00,1.0,0.1,0.116568066,0.112918988,0.106427729,0.111845315,-0.087000705,27,1
station27,2024-04-07 17:00:00,1.16,0.116,0.110818997,0.117518529,0.11445085,0.187691808,0.596823156,27,1
station27,2024-04-07 18:00:00,1.0,0.1,0.103629112,0.109509245,0.110630192,0.108287431,0.527586579,27,1
station27,2024-04-07 19:00:00,1.0,0.1,0.107117034,0.103662372,0.104544997,0.115106009,-0.191141307,27,1
station27,2024-04-07 20:00:00,1.057142857,0.105714286,0.114675798,0.10545288,0.11489711,0.112779066,0.142033264,27,1
station27,2024-04-07 21:00:00,1.038461538,0.103846154,0.109420814,0.099697456,0.116219066,0.115504742,-0.047735069,27,1
station27,2024-04-07 22:00:00,1.058823529,0.105882353,0.117089726,0.106446244,0.11235442,0.107650563,0.300986618,27,1
station27,2024-04-07 23:00:00,1.304347826,0.130434783,0.116829254,0.117297985,0.118743613,0.11394231,0.776699364,27,1
station27,2024-04-08 00:00:00,1.117647059,0.111764706,0.105726525,0.114151157,0.116130948,0.105652675,-0.017559052,27,2
station27,2024-04-08 01:00:00,1.0,0.1,0.095504373,0.09911675,0.10048455,0.092275575,0.267341346,27,2
station27,2024-04-08 02:00:00,0.0,0.0,0.008935483,4.49e-05,-0.004766251,0.162161976,-0.103846356,27,2
station27,2024-04-08 03:00:00,0.0,0.0,-0.000275948,-0.001755414,0.01892898,0.020168167,-0.304246753,27,2
station27,2024-04-08 04:00:00,1.0,0.1,0.101083018,0.102891348,0.099999085,0.02125317,-0.251721621,27,2
station27,2024-04-08 05:00:00,0.0,0.0,0.000286593,-0.001542986,0.003484829,0.009511122,-0.402358949,27,2
station27,2024-04-08 06:00:00,0.0,0.0,0.020325862,-0.000720168,0.006145501,0.031403802,0.214973211,27,2
station27,2024-04-08 07:00:00,1.0,0.1,0.099081755,0.104480579,0.101657152,0.162437573,-0.057496406,27,2
station27,2024-04-08 08:00:00,1.0,0.1,0.118333116,0.109776042,0.108579494,0.11047516,0.26252085,27,2
station27,2024-04-08 09:00:00,1.0,0.1,0.1370482,0.118184611,0.114638351,0.118273161,-0.074464165,27,2
station27,2024-04-08 10:00:00,1.340909091,0.134090909,0.117333591,0.151140839,0.114290513,0.113659404,0.235206649,27,2
station27,2024-04-08 11:00:00,1.222222222,0.122222222,0.112202905,0.117109463,0.11376784,0.128229409,0.673696995,27,2
station27,2024-04-08 12:00:00,1.136363636,0.113636364,0.115343034,0.112697348,0.113417342,0.190058783,0.19230333,27,2
station27,2024-04-08 13:00:00,1.0,0.1,0.113207266,0.105746463,0.106846966,0.117715202,0.239680022,27,2
station27,2024-04-08 14:00:00,1.088235294,0.108823529,0.120063007,0.106495939,0.111813977,0.113139048,0.013412503,27,2
station27,2024-04-08 15:00:00,1.0,0.1,0.110505842,0.107135437,0.11703366,0.133447021,0.11157354,27,2
station27,2024-04-08 16:00:00,1.259259259,0.125925926,0.121425703,0.122294784,0.115442231,0.113245264,-0.050162505,27,2
station27,2024-04-08 17:00:00,1.16,0.116,0.1362001,0.117471077,0.107780531,0.111029126,-0.391244322,27,2
station27,2024-04-08 18:00:00,1.15,0.115,0.119621173,0.110052131,0.108161367,0.108681761,0.213690564,27,2
station27,2024-04-08 19:00:00,1.034482759,0.103448276,0.110994734,0.107115969,0.10616412,0.111081555,0.120008491,27,2
station27,2024-04-08 20:00:00,1.057142857,0.105714286,0.114426754,0.108899415,0.105743431,0.111127578,-0.167518139,27,2
station27,2024-04-08 21:00:00,1.038461538,0.103846154,0.108318642,0.10412588,0.10312736,0.15338175,0.237935632,27,2
station27,2024-04-08 22:00:00,1.058823529,0.105882353,0.120865189,0.103604101,0.113332666,0.112061217,-0.490114391,27,2
station27,2024-04-08 23:00:00,1.304347826,0.130434783,0.119534768,0.111448549,0.130873293,0.116838798,0.086645037,27,2
station27,2024-04-09 00:00:00,1.117647059,0.111764706,0.111694291,0.106975257,0.116381846,0.096496738,0.278281808,27,2
station27,2024-04-09 01:00:00,1.0,0.1,0.100517273,0.102467969,0.099014282,0.109712586,-0.452513307,27,2
station27,2024-04-09 02:00:00,0.0,0.0,0.000267291,0.000944243,0.008496737,0.049776286,0.506808221,27,2
station27,2024-04-09 03:00:00,0.0,0.0,-0.000789357,0.012506356,0.006027927,0.022607919,0.340676785,27,2
station27,2024-04-09 04:00:00,1.0,0.1,0.10026069,0.103208482,0.101171412,0.103486814,0.099071912,27,2
station27,2024-04-09 05:00:00,0.0,0.0,0.010627216,0.00030367,0.006848924,0.030299926,0.211026669,27,2
station27,2024-04-09 06:00:00,0.0,0.0,0.028448215,0.000879551,0.007489816,0.019771736,0.157872662,27,2
station27,2024-04-09 07:00:00,1.0,0.1,0.099914812,0.104945198,0.099502251,0.101689495,0.204289109,27,2
station27,2024-04-09 08:00:00,1.103448276,0.110344828,0.110882662,0.108026877,0.108377934,0.104591511,0.706166744,27,2
station27,2024-04-09 09:00:00,1.273972603,0.12739726,0.128932074,0.109403074,0.123383865,0.114748158,-0.192372769,27,2
station27,2024-04-09 10:00:00,1.0,0.1,0.127570182,0.168014839,0.111007571,0.117304645,-0.201953083,27,2
station27,2024-04-09 11:00:00,1.222222222,0.122222222,0.118212029,0.137676835,0.105616927,0.110178493,0.22293663,27,2
station27,2024-04-09 12:00:00,1.136363636,0.113636364,0.118940279,0.109480999,0.107611157,0.120910428,-0.549233735,27,2
station27,2024-04-09 13:00:00,1.0,0.1,0.130735785,0.107301727,0.115706027,0.114068791,0.119918369,27,2
station27,2024-04-09 14:00:00,1.088235294,0.108823529,0.118118979,0.10806112,0.109098211,0.114166535,0.504625201,27,2
station27,2024-04-09 15:00:00,1.048780488,0.104878049,0.132230371,0.10930977,0.105260096,0.117631815,-0.203743309,27,2
station27,2024-04-09 16:00:00,1.259259259,0.125925926,0.118589863,0.115469791,0.117305756,0.213152677,0.435352892,27,2
station27,2024-04-09 17:00:00,1.0,0.1,0.119369701,0.115527332,0.110729709,0.11575526,-0.064199254,27,2
station27,2024-04-09 18:00:00,1.0,0.1,0.11252974,0.107539937,0.102914058,0.109877251,0.117296875,27,2
station27,2024-04-09 19:00:00,1.034482759,0.103448276,0.105636142,0.104877636,0.105779096,0.107649505,0.296542495,27,2
station27,2024-04-09 20:00:00,1.057142857,0.105714286,0.121736266,0.103933834,0.10760653,0.11083132,0.764092803,27,2
station27,2024-04-09 21:00:00,1.038461538,0.103846154,0.115902565,0.104979694,0.110625699,0.199783489,0.063670017,27,2
station27,2024-04-09 22:00:00,1.0,0.1,0.117116883,0.107207164,0.107117079,0.113495871,0.08785399,27,2
station27,2024-04-09 23:00:00,1.304347826,0.130434783,0.117005885,0.114470363,0.120786905,0.11352776,0.239014059,27,2
station27,2024-04-10 00:00:00,1.117647059,0.111764706,0.102938496,0.110614106,0.118717328,0.105753563,-0.172177002,27,2
station27,2024-04-10 01:00:00,1.0,0.1,0.092889257,0.102232218,0.098356068,0.094565116,0.183845907,27,2
station27,2024-04-10 02:00:00,0.0,0.0,-0.003674863,-0.001108892,-0.000921846,0.034137875,-0.199637502,27,2
station27,2024-04-10 03:00:00,0.0,0.0,0.003875692,0.000559047,-0.004693218,0.009868964,-0.023805853,27,2
station27,2024-04-10 04:00:00,1.0,0.1,0.103112504,0.102155924,0.100738503,-0.00061031,0.331422895,27,2
station27,2024-04-10 05:00:00,0.0,0.0,0.011073989,-0.002467711,-0.001833175,0.03686285,-0.376069367,27,2
station27,2024-04-10 06:00:00,0.0,0.0,0.03713683,0.000540833,0.013340002,0.036780294,0.628605008,27,2
